kind	source_file	id	json_path	sl	hr	sr	notes
content	data/i18n.json	i18n:common.nalaganje_error.sr	common.nalaganje_error.sr	Ne mogu da učitam podatke. Pokreni aplikaciju preko lokalnog servera.	Ne mogu učitati podatke. Pokreni aplikaciju preko lokalnog servera.	Ne mogu da učitam podatke. Pokreni aplikaciju preko lokalnog servera.	
content	data/i18n.json	i18n:common.napaka.hr	common.napaka.hr	Greška	Greška	Greška	
content	data/i18n.json	i18n:common.napaka.sl	common.napaka.sl	Napaka	Greška	Greška	
content	data/i18n.json	i18n:common.naprej.hr	common.naprej.hr	Naprijed	Naprijed	Napred	
content	data/i18n.json	i18n:common.naprej.sl	common.naprej.sl	Naprej	Naprijed	Napred	
content	data/i18n.json	i18n:common.naprej.sr	common.naprej.sr	Napred	Naprijed	Napred	
content	data/i18n.json	i18n:common.natisni.hr	common.natisni.hr	Ispiši	Ispiši	Štampaj	
content	data/i18n.json	i18n:common.natisni.sl	common.natisni.sl	Natisni	Ispiši	Štampaj	
content	data/i18n.json	i18n:common.natisni.sr	common.natisni.sr	Štampaj	Ispiši	Štampaj	
content	data/i18n.json	i18n:common.nazaj.hr	common.nazaj.hr	Natrag	Natrag	Nazad	
content	data/i18n.json	i18n:common.nazaj.sl	common.nazaj.sl	Nazaj	Natrag	Nazad	
content	data/i18n.json	i18n:common.nazaj.sr	common.nazaj.sr	Nazad	Natrag	Nazad	
content	data/i18n.json	i18n:common.ni_podatkov.hr	common.ni_podatkov.hr	Nema podataka.	Nema podataka.	Nema podataka.	
content	data/i18n.json	i18n:common.ni_podatkov.sl	common.ni_podatkov.sl	Ni podatkov.	Nema podataka.	Nema podataka.	
content	data/i18n.json	i18n:common.opomba_prodajalcu.hr	common.opomba_prodajalcu.hr	Napomena prodavaču:	Napomena prodavaču:	Napomena prodavcu:	
content	data/i18n.json	i18n:common.opomba_prodajalcu.sl	common.opomba_prodajalcu.sl	Opomba prodajalcu:	Napomena prodavaču:	Napomena prodavcu:	
content	data/i18n.json	i18n:common.opomba_prodajalcu.sr	common.opomba_prodajalcu.sr	Napomena prodavcu:	Napomena prodavaču:	Napomena prodavcu:	
content	data/i18n.json	i18n:common.ponovi.sl	common.ponovi.sl	Ponovi	Ponovi	Ponovi	
content	data/i18n.json	i18n:common.poslji.hr	common.poslji.hr	Pošalji	Pošalji	Pošalji	
content	data/i18n.json	i18n:common.poslji.sl	common.poslji.sl	Pošlji	Pošalji	Pošalji	
content	data/i18n.json	i18n:common.prekini.hr	common.prekini.hr	Otkaži	Otkaži	Otkaži	
content	data/i18n.json	i18n:common.prekini.sl	common.prekini.sl	Prekini	Otkaži	Otkaži	
content	data/i18n.json	i18n:common.shrani.hr	common.shrani.hr	Spremi	Spremi	Sačuvaj	
content	data/i18n.json	i18n:common.shrani.sl	common.shrani.sl	Shrani	Spremi	Sačuvaj	
content	data/i18n.json	i18n:common.shrani.sr	common.shrani.sr	Sačuvaj	Spremi	Sačuvaj	
content	data/i18n.json	i18n:common.uredi.sl	common.uredi.sl	Uredi	Uredi	Izmeni	
content	data/i18n.json	i18n:common.uredi.sr	common.uredi.sr	Izmeni	Uredi	Izmeni	
content	data/i18n.json	i18n:common.uvozi.hr	common.uvozi.hr	Uvezi	Uvezi	Uvezi	
content	data/i18n.json	i18n:common.uvozi.sl	common.uvozi.sl	Uvozi	Uvezi	Uvezi	
content	data/i18n.json	i18n:common.vse_kategorije.hr	common.vse_kategorije.hr	Sve kategorije	Sve kategorije	Sve kategorije	
content	data/i18n.json	i18n:common.vse_kategorije.sl	common.vse_kategorije.sl	Vse kategorije	Sve kategorije	Sve kategorije	
content	data/i18n.json	i18n:common.vse.hr	common.vse.hr	Sve	Sve	Sve	
content	data/i18n.json	i18n:common.vse.sl	common.vse.sl	Vse	Sve	Sve	
content	data/i18n.json	i18n:common.vsi.hr	common.vsi.hr	Svi	Svi	Svi	
content	data/i18n.json	i18n:common.vsi.sl	common.vsi.sl	Vsi	Svi	Svi	
content	data/i18n.json	i18n:common.zapri.hr	common.zapri.hr	Zatvori	Zatvori	Zatvori	
content	data/i18n.json	i18n:common.zapri.sl	common.zapri.sl	Zapri	Zatvori	Zatvori	
content	data/i18n.json	i18n:editor.export.hr	editor.export.hr	Izvezi ispravke	Izvezi ispravke	Izvezi ispravke	
content	data/i18n.json	i18n:editor.export.sl	editor.export.sl	Izvozi popravke	Izvezi ispravke	Izvezi ispravke	
content	data/i18n.json	i18n:editor.no_source.hr	editor.no_source.hr	Ovaj tekst ne mogu povezati s izvornikom.	Ovaj tekst ne mogu povezati s izvornikom.	Ovaj tekst ne mogu povezati sa izvornikom.	
content	data/i18n.json	i18n:editor.no_source.sl	editor.no_source.sl	Tega besedila ne morem povezati z izvirnikom.	Ovaj tekst ne mogu povezati s izvornikom.	Ovaj tekst ne mogu povezati sa izvornikom.	
content	data/i18n.json	i18n:editor.no_source.sr	editor.no_source.sr	Ovaj tekst ne mogu povezati sa izvornikom.	Ovaj tekst ne mogu povezati s izvornikom.	Ovaj tekst ne mogu povezati sa izvornikom.	
content	data/i18n.json	i18n:editor.title.hr	editor.title.hr	Ispravak teksta	Ispravak teksta	Ispravka teksta	
content	data/i18n.json	i18n:editor.title.sl	editor.title.sl	Popravek besedila	Ispravak teksta	Ispravka teksta	
content	data/i18n.json	i18n:editor.title.sr	editor.title.sr	Ispravka teksta	Ispravak teksta	Ispravka teksta	
content	data/i18n.json	i18n:editor.toggle.sl	editor.toggle.sl	Uredi tekst	Uredi tekst	Izmeni tekst	
content	data/i18n.json	i18n:editor.toggle.sr	editor.toggle.sr	Izmeni tekst	Uredi tekst	Izmeni tekst	
content	data/i18n.json	i18n:govori.namen.hr	govori.namen.hr	Svrha	Svrha	Svrha	
content	data/i18n.json	i18n:govori.namen.sl	govori.namen.sl	Namen	Svrha	Svrha	
content	data/i18n.json	i18n:i18n.note.hr	i18n.note.hr	UI je preveden. Sadržaj (govori, prigovori, primjeri) ostaje na slovenskom u ovoj verziji.	UI je preveden. Sadržaj (govori, prigovori, primjeri) ostaje na slovenskom u ovoj verziji.	UI je preveden. Sadržaj (govori, prigovori, primeri) ostaje na slovenačkom u ovoj verziji.	
content	data/i18n.json	i18n:i18n.note.sl	i18n.note.sl	UI je preveden. Vsebina (govori, ugovori, primeri) ostaja v slovenščini v tej verziji.	UI je preveden. Sadržaj (govori, prigovori, primjeri) ostaje na slovenskom u ovoj verziji.	UI je preveden. Sadržaj (govori, prigovori, primeri) ostaje na slovenačkom u ovoj verziji.	
content	data/i18n.json	i18n:i18n.note.sr	i18n.note.sr	UI je preveden. Sadržaj (govori, prigovori, primeri) ostaje na slovenačkom u ovoj verziji.	UI je preveden. Sadržaj (govori, prigovori, primjeri) ostaje na slovenskom u ovoj verziji.	UI je preveden. Sadržaj (govori, prigovori, primeri) ostaje na slovenačkom u ovoj verziji.	
content	data/i18n.json	i18n:nav.asistent.sl	nav.asistent.sl	AI	AI	AI	
content	data/i18n.json	i18n:nav.dashboard.sl	nav.dashboard.sl	Dashboard	Dashboard	Dashboard	
content	data/i18n.json	i18n:nav.domov.hr	nav.domov.hr	Početna	Početna	Početna	
content	data/i18n.json	i18n:nav.domov.sl	nav.domov.sl	Domov	Početna	Početna	
content	data/i18n.json	i18n:nav.glosar.hr	nav.glosar.hr	Pojmovnik	Pojmovnik	Pojmovnik	
content	data/i18n.json	i18n:nav.glosar.sl	nav.glosar.sl	Glosar	Pojmovnik	Pojmovnik	
content	data/i18n.json	i18n:nav.govori.sl	nav.govori.sl	Govori	Govori	Govori	
content	data/i18n.json	i18n:nav.kalkulacije.sl	nav.kalkulacije.sl	Kalkulacije	Kalkulacije	Kalkulacije	
content	data/i18n.json	i18n:nav.koledar.hr	nav.koledar.hr	Kalendar	Kalendar	Kalendar	
content	data/i18n.json	i18n:nav.koledar.sl	nav.koledar.sl	Koledar	Kalendar	Kalendar	
content	data/i18n.json	i18n:nav.konkurenca.hr	nav.konkurenca.hr	Konkurencija	Konkurencija	Konkurencija	
content	data/i18n.json	i18n:nav.konkurenca.sl	nav.konkurenca.sl	Konkurenca	Konkurencija	Konkurencija	
content	data/i18n.json	i18n:nav.kpi.sl	nav.kpi.sl	KPI	KPI	KPI	
content	data/i18n.json	i18n:nav.obrazec.hr	nav.obrazec.hr	Obrazac	Obrazac	Obrazac	
content	data/i18n.json	i18n:nav.obrazec.sl	nav.obrazec.sl	Obrazec	Obrazac	Obrazac	
content	data/i18n.json	i18n:nav.onboarding.sl	nav.onboarding.sl	Onboarding	Onboarding	Onboarding	
content	data/i18n.json	i18n:nav.ponudba.hr	nav.ponudba.hr	Ponuda	Ponuda	Ponuda	
content	data/i18n.json	i18n:nav.ponudba.sl	nav.ponudba.sl	Ponudba	Ponuda	Ponuda	
content	data/i18n.json	i18n:nav.priprava.hr	nav.priprava.hr	Priprema	Priprema	Priprema	
content	data/i18n.json	i18n:nav.priprava.sl	nav.priprava.sl	Priprava	Priprema	Priprema	
content	data/i18n.json	i18n:nav.proces.sl	nav.proces.sl	Proces	Proces	Proces	
content	data/i18n.json	i18n:nav.reference.sl	nav.reference.sl	Reference	Reference	Reference	
content	data/i18n.json	i18n:nav.roleplay.hr	nav.roleplay.hr	Vježba	Vježba	Vežba	
content	data/i18n.json	i18n:nav.roleplay.sl	nav.roleplay.sl	Vaja	Vježba	Vežba	
content	data/i18n.json	i18n:nav.roleplay.sr	nav.roleplay.sr	Vežba	Vježba	Vežba	
content	data/i18n.json	i18n:nav.segmenti.sl	nav.segmenti.sl	Segmenti	Segmenti	Segmenti	
content	data/i18n.json	i18n:nav.settings.hr	nav.settings.hr	Postavke	Postavke	Pode?avanja	
content	data/i18n.json	i18n:nav.settings.sl	nav.settings.sl	Settings	Postavke	Pode?avanja	
content	data/i18n.json	i18n:nav.settings.sr	nav.settings.sr	Pode?avanja	Postavke	Pode?avanja	
content	data/i18n.json	i18n:nav.stranke.hr	nav.stranke.hr	Klijenti	Klijenti	Klijenti	
content	data/i18n.json	i18n:nav.stranke.sl	nav.stranke.sl	Stranke	Klijenti	Klijenti	
content	data/i18n.json	i18n:nav.ugovori.hr	nav.ugovori.hr	Prigovori	Prigovori	Prigovori	
content	data/i18n.json	i18n:nav.ugovori.sl	nav.ugovori.sl	Ugovori	Prigovori	Prigovori	
content	data/i18n.json	i18n:nav.vodic.sl	nav.vodic.sl	Vodič	Vodič	Vodič	
content	data/i18n.json	i18n:nav.vsebine.hr	nav.vsebine.hr	Sadržaj	Sadržaj	Sadržaj	
content	data/i18n.json	i18n:nav.vsebine.sl	nav.vsebine.sl	Vsebine	Sadržaj	Sadržaj	
content	data/i18n.json	i18n:nav.zakonodaja.hr	nav.zakonodaja.hr	Zakonodavstvo	Zakonodavstvo	Zakonodavstvo	
content	data/i18n.json	i18n:nav.zakonodaja.sl	nav.zakonodaja.sl	Zakonodaja	Zakonodavstvo	Zakonodavstvo	
content	data/i18n.json	i18n:nav.zgodovina.hr	nav.zgodovina.hr	Povijest	Povijest	Istorija	
content	data/i18n.json	i18n:nav.zgodovina.sl	nav.zgodovina.sl	Zgodovina	Povijest	Istorija	
content	data/i18n.json	i18n:nav.zgodovina.sr	nav.zgodovina.sr	Istorija	Povijest	Istorija	
content	data/i18n.json	i18n:page.asistent.title.sl	page.asistent.title.sl	AI asistent	AI asistent	AI asistent	
content	data/i18n.json	i18n:page.dashboard.subtitle.hr	page.dashboard.subtitle.hr	Pregled aktivnog pipeline-a iz Klijenata. Podaci iz tvojeg preglednika u stvarnom vremenu.	Pregled aktivnog pipeline-a iz Klijenata. Podaci iz tvojeg preglednika u stvarnom vremenu.	Pregled aktivnog pipeline-a iz Klijenata. Podaci iz tvog browser-a u realnom vremenu.	
content	data/i18n.json	i18n:page.dashboard.subtitle.sl	page.dashboard.subtitle.sl	Pregled aktivnega pipeline-a iz Strank. Podatki iz tvojega brskalnika v živo.	Pregled aktivnog pipeline-a iz Klijenata. Podaci iz tvojeg preglednika u stvarnom vremenu.	Pregled aktivnog pipeline-a iz Klijenata. Podaci iz tvog browser-a u realnom vremenu.	
content	data/i18n.json	i18n:page.dashboard.subtitle.sr	page.dashboard.subtitle.sr	Pregled aktivnog pipeline-a iz Klijenata. Podaci iz tvog browser-a u realnom vremenu.	Pregled aktivnog pipeline-a iz Klijenata. Podaci iz tvojeg preglednika u stvarnom vremenu.	Pregled aktivnog pipeline-a iz Klijenata. Podaci iz tvog browser-a u realnom vremenu.	
content	data/i18n.json	i18n:page.dashboard.title.hr	page.dashboard.title.hr	Dashboard za voditelja	Dashboard za voditelja	Dashboard za menadžera	
content	data/i18n.json	i18n:page.dashboard.title.sl	page.dashboard.title.sl	Dashboard za vodjo	Dashboard za voditelja	Dashboard za menadžera	
content	data/i18n.json	i18n:page.dashboard.title.sr	page.dashboard.title.sr	Dashboard za menadžera	Dashboard za voditelja	Dashboard za menadžera	
content	data/i18n.json	i18n:page.glosar.title.hr	page.glosar.title.hr	Pojmovnik EPR pojmova	Pojmovnik EPR pojmova	Pojmovnik EPR pojmova	
content	data/i18n.json	i18n:page.glosar.title.sl	page.glosar.title.sl	Glosar EPR pojmov	Pojmovnik EPR pojmova	Pojmovnik EPR pojmova	
content	data/i18n.json	i18n:page.govori.subtitle.hr	page.govori.subtitle.hr	Pripremljeni blokovi za hladne pozive, prvi sastanak, predstavljanje rješenja i follow-up. Klikni "Kopiraj" za umetanje u email ili "Čitaj" za slušanje.	Pripremljeni blokovi za hladne pozive, prvi sastanak, predstavljanje rješenja i follow-up. Klikni "Kopiraj" za umetanje u email ili "Čitaj" za slušanje.	Pripremljeni blokovi za hladne pozive, prvi sastanak, predstavljanje rešenja i follow-up. Klikni "Kopiraj" za umetanje u mejl ili "Čitaj" za slušanje.	
content	data/i18n.json	i18n:page.govori.subtitle.sl	page.govori.subtitle.sl	Pripravljeni bloki za hladne klice, prvi sestanek, predstavitev rešitve in follow-up. Klikni "Kopiraj" za vstavitev v email ali "Beri" za poslušanje.	Pripremljeni blokovi za hladne pozive, prvi sastanak, predstavljanje rješenja i follow-up. Klikni "Kopiraj" za umetanje u email ili "Čitaj" za slušanje.	Pripremljeni blokovi za hladne pozive, prvi sastanak, predstavljanje rešenja i follow-up. Klikni "Kopiraj" za umetanje u mejl ili "Čitaj" za slušanje.	
content	data/i18n.json	i18n:page.govori.subtitle.sr	page.govori.subtitle.sr	Pripremljeni blokovi za hladne pozive, prvi sastanak, predstavljanje rešenja i follow-up. Klikni "Kopiraj" za umetanje u mejl ili "Čitaj" za slušanje.	Pripremljeni blokovi za hladne pozive, prvi sastanak, predstavljanje rješenja i follow-up. Klikni "Kopiraj" za umetanje u email ili "Čitaj" za slušanje.	Pripremljeni blokovi za hladne pozive, prvi sastanak, predstavljanje rešenja i follow-up. Klikni "Kopiraj" za umetanje u mejl ili "Čitaj" za slušanje.	
content	data/i18n.json	i18n:page.govori.title.hr	page.govori.title.hr	Govori i skripte	Govori i skripte	Govori i skripte	
content	data/i18n.json	i18n:page.govori.title.sl	page.govori.title.sl	Govori in skripte	Govori i skripte	Govori i skripte	
content	data/i18n.json	i18n:page.index.hitri.hr	page.index.hitri.hr	Brzi početak	Brzi početak	Brzi početak	
content	data/i18n.json	i18n:page.index.hitri.sl	page.index.hitri.sl	Hitri začetek	Brzi početak	Brzi početak	
content	data/i18n.json	i18n:page.index.moduli.sl	page.index.moduli.sl	Moduli	Moduli	Moduli	
content	data/i18n.json	i18n:page.index.subtitle.hr	page.index.subtitle.hr	Brza priprema za sastanke, govori, prigovori, kalkulacije i zakonodavstvo. Za terenske komercijaliste, nove komercijaliste i voditelja prodaje.	Brza priprema za sastanke, govori, prigovori, kalkulacije i zakonodavstvo. Za terenske komercijaliste, nove komercijaliste i voditelja prodaje.	Brza priprema za sastanke, govori, prigovori, kalkulacije i zakonodavstvo. Za terenske komercijaliste, nove komercijaliste i menadžera prodaje.	
content	data/i18n.json	i18n:page.index.subtitle.sl	page.index.subtitle.sl	Hitra priprava na sestanke, govori, ugovori, kalkulacije in zakonodaja. Namenjeno terenskim komercialistom, novim komercialistom in vodji prodaje.	Brza priprema za sastanke, govori, prigovori, kalkulacije i zakonodavstvo. Za terenske komercijaliste, nove komercijaliste i voditelja prodaje.	Brza priprema za sastanke, govori, prigovori, kalkulacije i zakonodavstvo. Za terenske komercijaliste, nove komercijaliste i menadžera prodaje.	
content	data/i18n.json	i18n:page.index.subtitle.sr	page.index.subtitle.sr	Brza priprema za sastanke, govori, prigovori, kalkulacije i zakonodavstvo. Za terenske komercijaliste, nove komercijaliste i menadžera prodaje.	Brza priprema za sastanke, govori, prigovori, kalkulacije i zakonodavstvo. Za terenske komercijaliste, nove komercijaliste i voditelja prodaje.	Brza priprema za sastanke, govori, prigovori, kalkulacije i zakonodavstvo. Za terenske komercijaliste, nove komercijaliste i menadžera prodaje.	
content	data/i18n.json	i18n:page.index.title.hr	page.index.title.hr	Prodajni alat — Interzero EPR	Prodajni alat — Interzero EPR	Prodajni alat — Interzero EPR	
content	data/i18n.json	i18n:page.index.title.sl	page.index.title.sl	Prodajno orodje — Interzero EPR	Prodajni alat — Interzero EPR	Prodajni alat — Interzero EPR	
content	data/i18n.json	i18n:page.koledar.title.hr	page.koledar.title.hr	Kalendar EPR datuma	Kalendar EPR datuma	Kalendar EPR datuma	
content	data/i18n.json	i18n:page.koledar.title.sl	page.koledar.title.sl	Koledar EPR datumov	Kalendar EPR datuma	Kalendar EPR datuma	
content	data/i18n.json	i18n:page.konkurenca.title.hr	page.konkurenca.title.hr	Battlecard za konkurenciju	Battlecard za konkurenciju	Battlecard za konkurenciju	
content	data/i18n.json	i18n:page.konkurenca.title.sl	page.konkurenca.title.sl	Battlecard za konkurenco	Battlecard za konkurenciju	Battlecard za konkurenciju	
content	data/i18n.json	i18n:page.kpi.title.hr	page.kpi.title.hr	KPI i vođenje tima	KPI i vođenje tima	KPI i vođenje tima	
content	data/i18n.json	i18n:page.kpi.title.sl	page.kpi.title.sl	KPI in vodenje ekipe	KPI i vođenje tima	KPI i vođenje tima	
content	data/i18n.json	i18n:page.obrazec.title.hr	page.obrazec.title.hr	Discovery obrazac za sastanak	Discovery obrazac za sastanak	Discovery obrazac za sastanak	
content	data/i18n.json	i18n:page.obrazec.title.sl	page.obrazec.title.sl	Discovery obrazec za sestanek	Discovery obrazac za sastanak	Discovery obrazac za sastanak	
content	data/i18n.json	i18n:page.onboarding.title.sl	page.onboarding.title.sl	Onboarding 30/60/90	Onboarding 30/60/90	Onboarding 30/60/90	
content	data/i18n.json	i18n:page.ponudba.title.hr	page.ponudba.title.hr	Predložak ponude	Predložak ponude	Šablon ponude	
content	data/i18n.json	i18n:page.ponudba.title.sl	page.ponudba.title.sl	Predloga ponudbe	Predložak ponude	Šablon ponude	
content	data/i18n.json	i18n:page.ponudba.title.sr	page.ponudba.title.sr	Šablon ponude	Predložak ponude	Šablon ponude	
content	data/i18n.json	i18n:page.priprava.title.hr	page.priprava.title.hr	Priprema za sastanak	Priprema za sastanak	Priprema za sastanak	
